Vid_id,adview
VID_11588,3.896917
VID_12193,-1.2886937
VID_18944,5.383012
VID_14220,23.201729
VID_2589,1.1726768
VID_17644,-9.247949
VID_20263,0.050186634
VID_15204,6.976611
VID_6855,14.272284
VID_19306,0.8638544
VID_20132,3.8629367
VID_18477,2.1308255
VID_4562,1.6101061
VID_17001,4.5597177
VID_6858,6.8334045
VID_20250,2.2852612
VID_22484,-12.267206
VID_2358,3.1925313
VID_17132,-3.4520414
VID_19635,12.376665
VID_20188,-0.76272607
VID_1272,0.22187525
VID_2390,-4.143859
VID_10914,8.365181
VID_9647,15.757104
VID_11219,-12.92606
VID_13260,-15.057954
VID_21600,38.190235
VID_12441,51.74305
VID_15261,6.7375245
VID_11540,2.161719
VID_20101,9.720102
VID_3909,31.268534
VID_14409,4.439817
VID_10430,4.9481206
VID_8148,1.182959
VID_9579,8.738256
VID_12302,2.1823006
VID_7161,-5.0364714
VID_17471,231.87503
VID_13296,10.598384
VID_1935,8.959409
VID_23277,-5.353978
VID_20389,-0.73423743
VID_2988,42.45954
VID_5453,-0.29539853
VID_6553,0.8414606
VID_18356,6.905353
VID_15268,-1.6488714
VID_21503,8.760623
VID_6901,7.887179
VID_5796,1.8844942
VID_21475,106.53126
VID_19600,-15.843908
VID_7977,7.275157
VID_4704,-4.7325387
VID_20858,32.20952
VID_23644,4.562668
VID_12962,130.17648
VID_4894,4.787164
VID_4803,1.6157693
VID_8408,0.6930827
VID_12226,4.663973
VID_1299,5.1559653
VID_7721,7.5894346
VID_1919,86.73035
VID_23316,13.625585
VID_17849,38.35449
VID_1313,40.268234
VID_9117,-0.29664016
VID_9152,0.40345636
VID_15543,4.4314294
VID_11505,4.9149766
VID_647,-1.5975509
VID_2236,2.8631508
VID_14118,4.420892
VID_1225,13.3625555
VID_11257,-5.767447
VID_13130,18.488117
VID_12580,8.2344055
VID_860,5.2729187
VID_14251,0.50108755
VID_6476,37.27519
VID_13070,1.9649075
VID_4623,-0.98639023
VID_13599,292.24664
VID_11705,-0.0334661
VID_11736,1.511295
VID_14145,9.249823
VID_13264,4.507905
VID_10476,5.6073112
VID_22755,55.565308
VID_13294,28.761751
VID_964,7.7375684
VID_23498,-0.23632628
VID_12090,3.694632
VID_7494,21.529718
VID_141,11.862601
VID_242,-1.2795879
VID_8088,11.173311
VID_10154,33.149204
VID_3878,18.682764
VID_4799,-2.4921467
VID_12287,6.309299
VID_15607,11.359773
VID_9974,2.0787425
VID_20032,6.910854
VID_9920,1.1679602
VID_7959,3.392715
VID_21506,0.02201417
VID_15898,-5.0293617
VID_4349,33.76228
VID_16235,9.540012
VID_6391,42.873333
VID_4940,1.471772
VID_16185,4.6976852
VID_6988,1.6800141
VID_877,5.7587156
VID_23610,-0.58838403
VID_17702,5.03063
VID_18664,22.982077
VID_9915,27.818714
VID_4438,0.25716206
VID_15812,-1.7483671
VID_15966,16.778688
VID_2832,0.9216554
VID_20533,-0.7454355
VID_12692,-1.1909933
VID_11340,-0.41679287
VID_10760,-6.0240135
VID_19631,55.99406
VID_7012,5.5469203
VID_7799,-2.0113888
VID_3963,3.0116687
VID_501,-0.6355002
VID_9202,-0.48720944
VID_14268,44.829605
VID_21714,44.629974
VID_23154,1.0870011
VID_4429,3.2638288
VID_16062,25.262175
VID_6282,6.0261335
VID_13205,-34.31581
VID_8515,67.06972
VID_9480,202.13214
VID_21979,3.6806803
VID_18494,9.140518
VID_20589,7.2143755
VID_15916,1.0344642
VID_17023,21.756721
VID_8425,7.0775013
VID_3586,-0.12328708
VID_5788,12.680786
VID_12137,24.177963
VID_14347,2.9117868
VID_19044,3.5056505
VID_11039,34.351173
VID_3484,-0.8130233
VID_15142,9.341564
VID_3351,18.62912
VID_5895,8.89388
VID_16112,1.4012603
VID_19247,8.035107
VID_11439,0.7097456
VID_18883,8.107939
VID_12140,26.009066
VID_17446,29.669134
VID_5115,9.975613
VID_21486,1.0998757
VID_17120,-1.368004
VID_3959,2.6510453
VID_15956,-1.7756639
VID_15739,-2.0974147
VID_2682,3.2042603
VID_14621,-3.6964955
VID_9320,-6.4157715
VID_12110,50.499554
VID_11354,2.748813
VID_811,11.906803
VID_9472,66.92191
VID_4773,1.7580185
VID_12695,-0.48915458
VID_19547,0.1479592
VID_530,1.3766842
VID_155,-0.821538
VID_22955,0.20512602
VID_20307,-2.3081992
VID_11612,-0.14859408
VID_15674,96.00344
VID_13000,27.990683
VID_1455,2.7616317
VID_23534,9.83678
VID_18740,1.7829546
VID_17988,6.706983
VID_21728,3.6825223
VID_10905,0.80169344
VID_18445,16.1101
VID_21983,4.088337
VID_16023,-1.5943289
VID_1444,-0.7170255
VID_1814,6.3206553
VID_19094,0.9536338
VID_19355,11.031007
VID_20430,167.04596
VID_13461,4.626558
VID_9066,3.3763998
VID_3020,1.9049989
VID_13577,14.359412
VID_5062,4.4722614
VID_9293,4.722542
VID_16663,10.067114
VID_20444,-0.20121598
VID_22353,21.275005
VID_22384,5.589131
VID_23036,-16.476254
VID_12705,4.4083047
VID_11785,-0.21956426
VID_22988,89.36704
VID_9495,-14.731572
VID_8909,3.6633618
VID_13459,14.764801
VID_22206,2.2491808
VID_12228,88.11573
VID_2335,-2.606104
VID_17498,1.3569951
VID_18702,-2.2998533
VID_10850,13.163188
VID_12956,102.811226
VID_6246,2.1042113
VID_9539,0.80740064
VID_17436,7.3301024
VID_8383,6.4086227
VID_4554,4.635768
VID_18487,8.947729
VID_6285,4.368002
VID_287,-1.9876249
VID_5371,6.61989
VID_10704,11.658548
VID_20810,4.809261
VID_7972,4.6054893
VID_10923,2.4382048
VID_11876,5.467137
VID_15477,18.482534
VID_12366,1.243288
VID_6538,5.5421844
VID_10092,9.9179535
VID_6826,22.012915
VID_22526,5.1255555
VID_10897,5.5246887
VID_3400,5.8215375
VID_9995,0.15347767
VID_19337,7.3124695
VID_9673,-3.4848156
VID_12280,72.76437
VID_14038,54.06789
VID_11157,1.38673
VID_13406,9.935574
VID_7774,15.3488035
VID_7386,24.150078
VID_2419,24.973154
VID_6334,73.23935
VID_1778,5.34183
VID_4907,26.310102
VID_7122,6.784543
VID_10445,2.845365
VID_18113,14.781756
VID_6716,174.69708
VID_5803,2.4262915
VID_6459,9.987483
VID_14427,0.08692762
VID_3872,18.497423
VID_6774,19.641779
VID_11609,-3.147183
VID_21821,3.7864623
VID_14317,7.706897
VID_4982,-3.5936933
VID_5798,0.72138417
VID_4365,14.661783
VID_6535,0.013628602
VID_7237,20.039919
VID_10388,3.062399
VID_17934,10.29299
VID_838,30.967344
VID_5439,12.144963
VID_11455,2.3502293
VID_7473,-1.4511817
VID_16677,1.8330386
VID_18433,10.150864
VID_10243,-3.0457058
VID_23592,2.7220953
VID_19401,-0.72259164
VID_2547,7.373077
VID_4525,-2.2189882
VID_13804,-2.3428614
VID_22266,-1.89892
VID_7560,6.7996836
VID_10381,9.380304
VID_4977,0.7481983
VID_14081,105.097435
VID_19054,15.046824
VID_2608,5.170139
VID_8639,37.495506
VID_4407,13.52176
VID_9462,40.71951
VID_10687,8.008231
VID_15274,1.8529804
VID_22631,10.338879
VID_3777,65.915985
VID_10585,28.476656
VID_18024,10.611027
VID_10941,11.811343
VID_525,79.148125
VID_17097,4.2032022
VID_13836,8.248512
VID_12202,8.439176
VID_20868,1.1504025
VID_17084,-4.944468
VID_23196,34.415524
VID_7322,1.5430526
VID_17922,15.15332
VID_5486,26.824814
VID_15289,9.500403
VID_7993,24.13454
VID_14078,-0.40487427
VID_21530,8.307087
VID_11469,5.2733717
VID_20959,2.4494348
VID_18159,59.515896
VID_19624,43.490265
VID_19029,25.214314
VID_3489,38.844074
VID_15983,11.137205
VID_23605,0.62931585
VID_23757,-9.422642
VID_7488,6.276543
VID_15445,-0.31020904
VID_4538,33.39899
VID_22661,24.12632
VID_5912,6.4484506
VID_3324,3.795309
VID_21241,35.031673
VID_18194,7.144359
VID_8640,290.6501
VID_10657,4.81672
VID_3622,-19.162294
VID_14909,1.9488585
VID_5961,-1.4333352
VID_117,6.5037794
VID_4690,9.872452
VID_10717,2.4760542
VID_20280,18.450302
VID_6395,1.3349533
VID_9199,12.969892
VID_6343,9.891965
VID_7459,28.995941
VID_18041,17.763111
VID_12175,-2.3232949
VID_8174,-3.6939926
VID_15644,9.843964
VID_3021,1.2319028
VID_251,5.891354
VID_20609,8.204673
VID_2033,18.446049
VID_20357,7.2821884
VID_16428,-4.146832
VID_12297,36.141106
VID_1214,14.0410795
VID_19907,3.0780756
VID_4697,119.07774
VID_22474,4.141534
VID_4002,-10.059087
VID_17351,48.957153
VID_937,3.9128368
VID_17501,0.20592159
VID_2312,3.7373755
VID_22996,0.9463186
VID_14413,-0.75248826
VID_7938,102.73543
VID_616,2.4256167
VID_22499,1.1808558
VID_21393,-3.6801696
VID_23320,157.36656
VID_22780,223.47784
VID_10862,18.39584
VID_21132,22.87068
VID_1416,5.2730284
VID_624,-2.9368858
VID_10127,8.582355
VID_15874,9.785608
VID_6946,32.94057
VID_8674,57.013386
VID_22878,9.311591
VID_560,-4.428801
VID_9765,-1.8186202
VID_22398,2.290309
VID_20560,0.322933
VID_4068,-4.1301074
VID_938,14.935466
VID_19068,-1.1039869
VID_8889,6.3560624
VID_23347,113.60521
VID_16952,-1.0312428
VID_6032,1.1612711
VID_5116,9.750194
VID_4210,6.379266
VID_22022,-6.234308
VID_16770,15.113373
VID_18981,24.83896
VID_1668,3.142916
VID_23726,6.630639
VID_18550,312.16235
VID_5518,31.804317
VID_12958,11.776036
VID_16501,-1.4950304
VID_21485,16.600296
VID_14475,8.503231
VID_3865,0.982437
VID_21642,2.270731
VID_22934,18.809093
VID_14667,37.71534
VID_5519,5.9586377
VID_17889,2.3804588
VID_17728,-40.286156
VID_8727,17.173346
VID_14785,1.6919838
VID_16387,17.466698
VID_10703,5.5712347
VID_7213,-1.3005276
VID_14454,6.7479444
VID_13455,70.87716
VID_5467,7.677068
VID_21139,10.105366
VID_9033,-1.1854507
VID_3863,2.4922237
VID_13990,0.7077667
VID_2641,5.419722
VID_15745,8.517103
VID_5929,3.1028109
VID_769,212.20764
VID_5499,9.054206
VID_8609,-0.54522514
VID_3903,5.9066405
VID_19579,18.593557
VID_10506,80.28624
VID_23577,2.4721057
VID_9042,38.506443
VID_10606,9.210929
VID_14849,0.11073664
VID_10497,3.1015134
VID_21208,4.881941
VID_12837,1.5726256
VID_7924,4.153084
VID_21109,4.599332
VID_6848,80.64908
VID_8993,6.0157657
VID_10584,24.409246
VID_19794,1.9927909
VID_15209,-70.336845
VID_6195,13.577103
VID_22498,11.247874
VID_9814,-4.4610896
VID_18155,2.2373195
VID_20573,9.887879
VID_4092,33.121143
VID_15455,8.413455
VID_8989,4.283553
VID_1852,10.846758
VID_17278,5.44588
VID_12619,8.097763
VID_22663,32.02794
VID_15372,3.8515193
VID_13978,50.660946
VID_17325,4.7175574
VID_19025,7.7920265
VID_21374,-0.22628677
VID_10207,15.432356
VID_11924,6.7239146
VID_8975,3.864175
VID_8851,9.700819
VID_12210,170.7864
VID_8178,16.349184
VID_19252,0.13928333
VID_5421,-2.9639869
VID_6757,9.186602
VID_8125,-0.36750388
VID_14709,0.7228068
VID_5795,15.29891
VID_21888,6.626515
VID_14058,0.27157933
VID_8028,2.8370867
VID_22918,8.03139
VID_11731,2.1439958
VID_22841,2.7962325
VID_7453,17.633844
VID_11870,-28.402044
VID_20484,4.3658514
VID_1971,0.89628327
VID_599,5.570569
VID_16812,-3.270893
VID_5401,57.072147
VID_16289,13.841676
VID_12150,4.1287026
VID_13299,0.32362604
VID_19015,1.1820071
VID_1604,5.4315524
VID_18013,-0.65458846
VID_2240,38.78614
VID_8114,2.6907065
VID_13586,12.430861
VID_2784,4.3440695
VID_1539,5.1660714
VID_6787,10.179162
VID_11544,7.547854
VID_5296,2.4704232
VID_5684,10.539104
VID_7467,1.4889147
VID_5869,-1.5249901
VID_19596,8.052433
VID_96,77.4596
VID_859,-0.8659226
VID_13559,2.0141206
VID_20976,0.96889585
VID_18524,-3.2018068
VID_3089,69.47434
VID_4453,27.666393
VID_15802,13.929639
VID_18291,14.921753
VID_3914,4.4633846
VID_10582,3.5475507
VID_11482,11.33806
VID_615,24.494385
VID_19069,5.532402
VID_911,6.46406
VID_3308,9.653598
VID_5668,20.140339
VID_16402,69.10734
VID_19375,4.478443
VID_8556,-5.93795
VID_19966,62.13299
VID_17274,1.3570199
VID_407,11.314089
VID_23383,0.43917957
VID_6105,-0.13601297
VID_2643,3.4817765
VID_18875,7.798077
VID_13188,0.28501832
VID_13504,5.6124372
VID_17900,-1.5428345
VID_6368,-4.532123
VID_19648,3.3102052
VID_23490,204.97914
VID_9098,36.829475
VID_12973,21.745663
VID_15207,42.046047
VID_17033,5.3135695
VID_21758,8.609535
VID_21628,38.561306
VID_3935,-4.083284
VID_5670,3.3107536
VID_13844,1.064235
VID_20416,8.817438
VID_19885,19.016853
VID_15487,3.6392565
VID_9890,0.9103013
VID_17721,-1.479775
VID_2585,-2.318445
VID_19723,18.24337
VID_22716,22.188387
VID_10004,3.4434488
VID_1529,3.0512497
VID_8126,-4.827479
VID_4224,5.503255
VID_22704,8.229321
VID_10705,12.188641
VID_10524,3.438512
VID_1133,6.460205
VID_3404,-1.3380027
VID_20344,-1.4901702
VID_9397,1.698645
VID_20601,9.224584
VID_9482,2.7599514
VID_6673,3.2568383
VID_3899,-1.5980024
VID_7008,8.166952
VID_2690,16.057243
VID_7483,1.8672806
VID_1614,2.3953767
VID_241,4.4183354
VID_13499,38.542534
VID_11734,13.95939
VID_18937,18.536581
VID_11906,-3.2120688
VID_11525,7.098595
VID_4199,3.6827476
VID_19984,4.562255
VID_15743,5.5219636
VID_23097,2.3890872
VID_16716,-0.5577769
VID_6805,2.4453359
VID_6552,-3.7616525
VID_269,7.14019
VID_10761,7.5573115
VID_10352,5.5876045
VID_10226,0.22613141
VID_23493,49.500748
VID_734,11.986195
VID_5364,11.94592
VID_5122,-1.094355
VID_2104,36.64542
VID_5143,2.0692265
VID_3850,1.6560105
VID_23633,44.075123
VID_19158,80.10217
VID_23597,4.9120445
VID_5716,3.4268851
VID_23516,2.1229622
VID_12921,5.6113844
VID_17949,4.0093184
VID_8164,10.6996565
VID_2097,3.7560756
VID_10400,-0.34465742
VID_998,1.5504154
VID_11447,5.7548556
VID_7866,2.0899549
VID_11664,18.42139
VID_7094,9.935354
VID_19536,5.9506907
VID_6307,10.19439
VID_2424,-4.508445
VID_6363,4.5539303
VID_1524,37.239902
VID_20772,6.0325494
VID_23466,44.85206
VID_10752,14.254367
VID_4918,48.03377
VID_23046,0.58407974
VID_6694,26.747015
VID_4646,1.8410919
VID_17016,4.9746346
VID_11145,13.865979
VID_12387,9.948908
VID_22126,48.182793
VID_17930,-0.46211845
VID_12268,2.6589298
VID_5192,5.1022806
VID_16369,0.9402212
VID_11841,3.5807827
VID_13926,1.8853062
VID_5622,10.202559
VID_5346,-5.6154537
VID_10544,47.15072
VID_6622,8.464739
VID_17583,77.725296
VID_13876,0.82171154
VID_1033,3.1921191
VID_10998,-1.1182555
VID_7037,24.793793
VID_22495,1.5209965
VID_13170,0.9942378
VID_7480,36.020466
VID_13753,16.672365
VID_13831,7.8705406
VID_17763,-1.5539808
VID_2793,400.14722
VID_20514,5.9943542
VID_22850,-1.4449888
VID_3953,22.351112
VID_2434,14.673049
VID_13670,1.9033029
VID_12368,11.82514
VID_19664,-0.42208195
VID_4173,8.307047
VID_15859,2.8068783
VID_14717,0.86355615
VID_18425,5.1394634
VID_5232,-0.008784533
VID_6288,-0.9452635
VID_7433,49.84049
VID_1003,36.67646
VID_13060,5.7681746
VID_15297,20.18138
VID_9730,-3.7269115
VID_19022,3.7031832
VID_1885,4.1401753
VID_7425,-2.1366086
VID_20867,-0.14046669
VID_2501,2.8168442
VID_19822,-0.04334873
VID_10604,9.779089
VID_18763,-3.0529199
VID_1818,73.32331
VID_16644,644.79156
VID_7528,-0.66914904
VID_8166,0.17804301
VID_22357,9.847413
VID_3918,36.108765
VID_10589,4.1094365
VID_3027,18.604445
VID_23607,43.20352
VID_9153,-5.143783
VID_291,5.777251
VID_8213,7.220777
VID_9424,26.587421
VID_19769,107.518456
VID_22910,6.3493576
VID_14626,-5.5354266
VID_2363,16.85702
VID_5125,5.3259234
VID_16291,5.455131
VID_14392,46.1202
VID_1036,12.828149
VID_14153,52.20502
VID_13506,24.79712
VID_6149,2.8734002
VID_2777,5.362039
VID_19018,8.237118
VID_8497,5.4817157
VID_21395,4.1836348
VID_7117,20.595837
VID_21328,18.522966
VID_7710,1.7981744
VID_17750,3.4084156
VID_1680,-2.0184236
VID_4028,41.968674
VID_20481,1.2366945
VID_8880,5.2013507
VID_21640,3.3601944
VID_13074,5.441752
VID_8763,19.854708
VID_3983,5.4947104
VID_432,17.96648
VID_14174,26.98179
VID_23704,5.2220473
VID_5492,4.136973
VID_6329,13.284904
VID_3504,4.202249
VID_5758,3.422561
VID_4794,548.6638
VID_20788,1.0266404
VID_5213,2.0796196
VID_6785,1.4580061
VID_11456,0.63282746
VID_22729,-0.903211
VID_9741,43.583725
VID_16684,1.752991
VID_11853,0.44514242
VID_3598,8.663606
VID_6772,-0.12471068
VID_2469,-0.85775924
VID_2206,-1.9609995
VID_6843,-2.4588563
VID_10634,-12.943499
VID_8040,136.4471
VID_12369,8.317499
VID_2693,47.09931
VID_11067,0.8727315
VID_11520,-0.55220485
VID_2821,-10.354863
VID_3038,-0.60395956
VID_11250,3.696126
VID_22710,0.7999425
VID_11733,40.5759
VID_7363,1.5847957
VID_23723,-0.27550143
VID_11688,1.2468348
VID_6034,5.2241783
VID_22123,2.4502933
VID_20388,24.41637
VID_6503,-7.0193806
VID_15018,1.3626721
VID_22601,37.4362
VID_3210,22.76372
VID_11450,-1.2995437
VID_1040,0.29935437
VID_13938,15.066623
VID_20462,3.986103
VID_22043,1.917648
VID_23262,41.209553
VID_13502,-4.375209
VID_13855,3.2489626
VID_1368,25.726055
VID_9381,23.555368
VID_12394,74.00075
VID_19290,2.9849105
VID_5050,5.157138
VID_23326,18.62999
VID_5262,5.994239
VID_13259,0.7035501
VID_13056,9.026047
VID_17553,13.488302
VID_5220,313.8295
VID_16497,8.362192
VID_17882,38.947437
VID_14613,6.327361
VID_600,2.2928586
VID_19476,6.5213075
VID_814,13.485033
VID_21709,2.9585361
VID_23117,5.1037455
VID_22461,4.0634365
VID_5566,-12.848468
VID_3407,-7.25376
VID_5958,16.030876
VID_15941,2.1215372
VID_11387,2.9444673
VID_11741,1.8736562
VID_70,25.165695
VID_20781,16.05332
VID_11832,-3.3626888
VID_1723,60.212227
VID_6240,34.312435
VID_8963,2.3389864
VID_14121,7.6758103
VID_7960,50.745674
VID_14523,1.7392665
VID_20941,5.2006297
VID_23728,51.660297
VID_17575,8.808709
VID_13353,334.37238
VID_18877,59.06904
VID_19283,3.9999979
VID_19494,-0.7385231
VID_12311,27.335566
VID_21019,11.177937
VID_23343,16.461224
VID_16495,94.96342
VID_2932,0.16437438
VID_21207,-4.0505934
VID_12004,11.898126
VID_11129,15.483852
VID_15892,10.511585
VID_5645,4.805879
VID_8615,-4.385441
VID_20982,-5.712853
VID_12201,8.513182
VID_20427,4.0056105
VID_17217,0.48056772
VID_1642,36.300976
VID_11516,11.389313
VID_23022,170.76892
VID_7142,12.533008
VID_9909,1.6157892
VID_9529,2.49372
VID_22664,2.9418614
VID_435,4.434051
VID_15960,5.860524
VID_12952,137.21031
VID_21100,17.483528
VID_10906,2.157343
VID_2945,-3.0951314
VID_10393,5.7020144
VID_11026,46.15783
VID_13865,-3.2594223
VID_13079,6.105087
VID_20285,3.8461142
VID_22600,0.40376118
VID_15248,1.7335086
VID_12096,11.519514
VID_12609,-5.510841
VID_21464,-0.8588041
VID_2568,4.4276476
VID_18864,-1.1510276
VID_3347,-20.770243
VID_15238,147.0615
VID_17746,50.821392
VID_20055,6.1060567
VID_7138,8.644983
VID_5665,18.147795
VID_8130,-1.1635619
VID_14441,-1.2915128
VID_8693,-10.39435
VID_12944,4.3756075
VID_3446,43.558117
VID_2862,-2.8293142
VID_5671,102.52239
VID_8484,10.222324
VID_5596,2.0212102
VID_15925,191.8255
VID_18290,3.7885463
VID_4102,15.439858
VID_18762,9.991363
VID_49,6.226595
VID_19899,-0.38024002
VID_6311,6.8272996
VID_9972,4.8490405
VID_12965,4.8863673
VID_12420,26.369076
VID_7547,-2.03373
VID_21893,5.8531656
VID_21819,0.78405297
VID_20945,52.512184
VID_3359,2.96131
VID_1671,1.4107531
VID_7479,54.034687
VID_12766,1.7981516
VID_8145,17.01866
VID_21627,17.284225
VID_472,202.151
VID_16667,3.577693
VID_20187,10.99637
VID_18033,17.551144
VID_1061,2.628872
VID_3719,18.893347
VID_14470,11.303123
VID_430,3.9864388
VID_22153,38.2004
VID_19285,3.6412914
VID_8843,-0.92633414
VID_11084,17.61763
VID_1246,0.15718815
VID_22180,15.348723
VID_3111,3.707699
VID_7313,28.467436
VID_23081,1.3039999
VID_10020,7.002839
VID_5656,-2.684135
VID_15080,-0.048800647
VID_18949,11.788343
VID_10056,-0.77069175
VID_17696,6.751526
VID_23304,0.44903833
VID_22199,7.8508234
VID_4851,37.255405
VID_3917,-9.195843
VID_6859,23.210918
VID_21622,-5.945774
VID_20987,14.729183
VID_20279,-1.1859245
VID_12069,1.8229371
VID_3742,-1.7576866
VID_5130,20.149025
VID_3029,2.0710166
VID_23673,2.739614
VID_9586,13.389541
VID_11637,12.5706
VID_15344,27.058674
VID_12885,4.210307
VID_4096,27.8555
VID_4138,2.5872452
VID_12864,4.4993896
VID_5340,-5.4317117
VID_11542,3.8655682
VID_18608,10.704857
VID_15189,12.7666855
VID_22317,-1.240021
VID_22385,14.163658
VID_10936,8.667786
VID_11519,10.591578
VID_12576,12.212975
VID_20918,21.34625
VID_17112,2.1785607
VID_2396,66.92456
VID_3125,218.74843
VID_9058,0.46960804
VID_5939,10.149115
VID_7593,109.98718
VID_4754,1.1320115
VID_2974,-2.0795696
VID_3590,-2.5923312
VID_3600,1.336827
VID_8459,10.480267
VID_4543,-3.959886
VID_12434,0.87004197
VID_12167,53.86397
VID_1322,5.75442
VID_19409,0.43191627
VID_10523,8.295011
VID_4457,8.971553
VID_19478,1.3105657
VID_20828,16.3419
VID_10775,3.0494695
VID_12091,14.530143
VID_14378,-15.5825
VID_1418,-7.5120564
VID_12458,6.642258
VID_15357,6.6992774
VID_3555,2.5301576
VID_19662,7.749189
VID_9393,13.779121
VID_19125,2.747268
VID_17044,4.1558094
VID_14112,4.8438463
VID_22607,-9.236298
VID_9508,-8.925012
VID_18141,-0.738124
VID_13392,1.2179048
VID_6306,9.420785
VID_16298,5.0485716
VID_5832,-0.6402949
VID_20852,1.3975517
VID_2052,-1.4571345
VID_11283,4.167404
VID_20392,8.549371
VID_22108,10.061851
VID_3064,-2.714228
VID_4482,12.847969
VID_11672,-0.5774621
VID_3301,1.6440392
VID_20106,1.8277731
VID_16205,11.1675005
VID_9532,-0.009868205
VID_11294,7.7251344
VID_12690,47.24001
VID_21059,98.805534
VID_2388,5.6828485
VID_17405,108.46825
VID_3099,-5.0173826
VID_20770,23.840647
VID_17262,3.6277437
VID_4476,3.1904993
VID_1163,8.994419
VID_22777,3.4634352
VID_21090,7.7189193
VID_6598,6.916485
VID_5743,2.1135015
VID_21253,114.791626
VID_20611,12.9869375
VID_1089,6.4366875
VID_4371,9.933196
VID_17003,-0.78345025
VID_18424,3.6408055
VID_1222,7.3363056
VID_6479,6.7612724
VID_13563,16.013376
VID_12946,-3.1854835
VID_8437,10.932101
VID_21515,14.993034
VID_14775,10.099025
VID_17802,4.0238495
VID_8274,13.220698
VID_23680,10.61924
VID_6005,-3.9503627
VID_23105,5.461506
VID_9956,4.809287
VID_6750,15.290633
VID_16401,2.453711
VID_23075,-0.715183
